_id,zone_id,humidity,temperature,soil_moisture,soil_moisture_10cm,soil_moisture_30cm,soil_moisture_60cm,light,wind_speed,rainfall,rainfall_intensity,created_at
695e3505009db6497bc9f0bd,zone-1,42.7,23.2,57.7,57.7,72.4,60.2,2.0,9.8,False,none,2026-01-07T10:27:17.365000
695e350a009db6497bc9f0be,zone-1,52.3,20.5,57.2,57.2,72.2,60.0,6.0,3.6,False,none,2026-01-07T10:27:22.394000
695e350f009db6497bc9f0bf,zone-1,35.4,20.5,56.6,56.6,71.8,59.9,44.0,9.9,False,none,2026-01-07T10:27:27.406000
695e3514009db6497bc9f0c0,zone-1,43.0,21.0,56.0,56.0,71.5,59.7,3.0,2.3,False,none,2026-01-07T10:27:32.439000
695e3519009db6497bc9f0c1,zone-1,42.5,21.4,55.4,55.4,71.2,59.6,30.0,2.9,False,none,2026-01-07T10:27:37.472000
695e351e009db6497bc9f0c2,zone-1,53.1,21.7,54.7,54.7,71.0,59.4,45.0,2.9,False,none,2026-01-07T10:27:42.517000
695e3523009db6497bc9f0c3,zone-1,39.1,22.8,53.8,53.8,70.5,59.1,46.0,9.4,False,none,2026-01-07T10:27:47.558000
695e3528009db6497bc9f0c4,zone-1,42.8,25.1,52.8,52.8,70.2,58.8,450.0,2.3,False,none,2026-01-07T10:27:52.575000
695e352d009db6497bc9f0c5,zone-1,50.5,27.8,50.2,50.2,68.7,57.9,20338.0,5.0,False,none,2026-01-07T10:27:57.606000
695e3532009db6497bc9f0c6,zone-1,38.6,26.3,46.3,46.3,66.7,56.5,35224.0,5.8,False,none,2026-01-07T10:28:02.661000
695e3537009db6497bc9f0c7,zone-1,51.7,28.7,40.2,40.2,64.1,55.1,61295.0,11.3,False,none,2026-01-07T10:28:07.701000
695e353c009db6497bc9f0c8,zone-1,53.1,33.2,33.4,33.4,60.9,53.1,68829.0,11.5,False,none,2026-01-07T10:28:12.734000
695e3541009db6497bc9f0c9,zone-1,37.8,33.7,34.5,34.5,63.3,55.5,89829.0,3.6,False,none,2026-01-07T10:28:17.777000
695e3546009db6497bc9f0ca,zone-1,42.1,34.2,34.8,34.8,65.5,58.1,95076.0,7.2,False,none,2026-01-07T10:28:22.794000
695e354b009db6497bc9f0cb,zone-1,50.5,34.1,34.5,34.5,67.4,60.5,88774.0,12.9,False,none,2026-01-07T10:28:27.820000
695e3550009db6497bc9f0cc,zone-1,46.6,34.6,38.5,38.5,70.2,63.5,75792.0,3.3,False,none,2026-01-07T10:28:32.840000
695e3555009db6497bc9f0cd,zone-1,39.3,37.5,43.2,43.2,75.3,66.7,54756.0,10.9,False,none,2026-01-07T10:28:37.858000
695e355a009db6497bc9f0ce,zone-1,49.2,33.7,49.7,49.7,78.2,69.9,47450.0,6.3,False,none,2026-01-07T10:28:42.873000
695fa1a61f5280f8d8d415b7,zone-1,43.1,19.0,62.5,62.5,68.9,74.4,28.0,9.7,False,none,2026-01-08T12:23:02.691000
695fa1ab1f5280f8d8d415b8,zone-1,38.7,21.1,61.7,61.7,68.6,74.1,11.0,6.1,False,none,2026-01-08T12:23:07.811000
695fa1b01f5280f8d8d415b9,zone-1,47.6,21.7,61.0,61.0,68.2,73.9,42.0,3.3,False,none,2026-01-08T12:23:12.869000
695fa1b51f5280f8d8d415ba,zone-1,42.4,23.9,60.0,60.0,67.7,73.6,25.0,8.4,False,none,2026-01-08T12:23:17.913000
695fa1ba1f5280f8d8d415bb,zone-1,38.6,22.0,59.2,59.2,67.2,73.4,450.0,7.3,False,none,2026-01-08T12:23:22.964000
695fa1c01f5280f8d8d415bc,zone-1,54.2,27.3,56.5,56.5,65.8,72.6,17499.0,11.1,False,none,2026-01-08T12:23:28.017000
695fa1c51f5280f8d8d415bd,zone-1,36.9,27.4,52.9,52.9,63.3,71.5,41006.0,5.7,False,none,2026-01-08T12:23:33.084000
695fa1ca1f5280f8d8d415be,zone-1,50.8,28.8,48.2,48.2,60.4,70.2,50831.0,7.3,False,none,2026-01-08T12:23:38.130000
695fa1cf1f5280f8d8d415bf,zone-1,42.7,33.1,43.1,43.1,57.0,68.1,57800.0,12.3,False,none,2026-01-08T12:23:43.182000
695fa1d41f5280f8d8d415c0,zone-1,67.5,32.4,41.1,41.1,56.1,66.4,75842.0,5.7,True,heavy,2026-01-08T12:23:48.241000
695fa1d91f5280f8d8d415c1,zone-1,74.8,36.4,37.2,37.2,55.4,64.5,90817.0,12.3,True,heavy,2026-01-08T12:23:53.303000
695fa1de1f5280f8d8d415c2,zone-1,65.2,37.6,41.8,41.8,62.1,69.2,80139.0,11.6,True,moderate,2026-01-08T12:23:58.339000
695fa1e31f5280f8d8d415c3,zone-1,67.0,37.7,50.7,50.7,67.0,72.6,69928.0,5.5,True,light,2026-01-08T12:24:03.380000
695fa1e81f5280f8d8d415c4,zone-1,64.6,36.5,57.8,57.8,72.6,75.2,65166.0,5.7,True,moderate,2026-01-08T12:24:08.427000
695fa1ed1f5280f8d8d415c5,zone-1,63.6,34.4,70.0,70.0,79.3,79.3,39677.0,9.5,True,heavy,2026-01-08T12:24:13.490000
695fa1f21f5280f8d8d415c6,zone-1,38.4,32.4,67.5,67.5,77.9,78.5,18795.0,4.7,False,none,2026-01-08T12:24:18.549000
695fa1f71f5280f8d8d415c7,zone-1,37.2,32.4,65.8,65.8,77.1,77.9,450.0,10.4,False,none,2026-01-08T12:24:23.593000
695fa1fc1f5280f8d8d415c8,zone-1,66.4,29.5,69.6,69.6,78.1,78.8,23.0,2.8,True,moderate,2026-01-08T12:24:28.630000
695fa2011f5280f8d8d415c9,zone-1,74.5,27.4,72.0,72.0,80.2,79.3,11.0,10.6,True,moderate,2026-01-08T12:24:33.696000
695fa2061f5280f8d8d415ca,zone-1,68.8,24.5,74.4,74.4,81.6,80.4,1.0,12.7,True,light,2026-01-08T12:24:38.732000
695fa20b1f5280f8d8d415cb,zone-1,75.0,22.7,80.1,80.1,83.6,80.8,5.0,4.0,True,moderate,2026-01-08T12:24:43.785000
695fa2101f5280f8d8d415cc,zone-1,73.7,23.4,84.6,84.6,85.9,81.3,4.0,11.4,True,light,2026-01-08T12:24:48.845000
695fa2151f5280f8d8d415cd,zone-1,71.3,21.7,88.4,88.4,87.2,82.5,29.0,4.3,True,moderate,2026-01-08T12:24:53.895000
695fa21a1f5280f8d8d415ce,zone-1,66.7,18.4,93.9,93.9,89.5,83.0,29.0,3.0,True,moderate,2026-01-08T12:24:58.928000
695fa21f1f5280f8d8d415cf,zone-1,74.6,18.0,99.6,99.6,91.7,83.8,13.0,7.8,True,moderate,2026-01-08T12:25:03.993000
695fa2251f5280f8d8d415d0,zone-1,38.5,18.4,99.2,99.2,91.5,83.6,23.0,6.7,False,none,2026-01-08T12:25:09.051000
695fa22a1f5280f8d8d415d1,zone-1,51.3,19.5,98.6,98.6,91.2,83.4,31.0,7.4,False,none,2026-01-08T12:25:14.110000
695fa66677dff1f8cebd3ff8,zone-1,44.4,19.3,64.5,64.5,69.7,74.9,18.0,2.9,False,none,2026-01-08T12:43:18.821000
695fa66b77dff1f8cebd3ff9,zone-1,52.0,20.7,63.8,63.8,69.5,74.7,17.0,7.1,False,none,2026-01-08T12:43:23.913000
695fa67077dff1f8cebd3ffa,zone-1,48.3,21.1,62.9,62.9,69.1,74.4,25.0,10.3,False,none,2026-01-08T12:43:28.927000
695fa67577dff1f8cebd3ffb,zone-1,36.6,20.6,62.2,62.2,68.7,74.1,17.0,9.9,False,none,2026-01-08T12:43:33.944000
695fa67a77dff1f8cebd3ffc,zone-1,49.3,23.0,61.5,61.5,68.3,73.9,43.0,4.7,False,none,2026-01-08T12:43:38.989000
695fa68077dff1f8cebd3ffd,zone-1,38.7,23.1,60.8,60.8,67.9,73.7,15.0,2.3,False,none,2026-01-08T12:43:44.011000
695fa68577dff1f8cebd3ffe,zone-1,53.7,23.2,59.8,59.8,67.4,73.3,450.0,12.0,False,none,2026-01-08T12:43:49.039000
695fa68a77dff1f8cebd3fff,zone-1,40.2,27.6,56.6,56.6,65.9,72.5,20872.0,4.9,False,none,2026-01-08T12:43:54.068000
695fa68f77dff1f8cebd4000,zone-1,69.0,30.0,57.5,57.5,65.8,72.4,41896.0,4.8,True,heavy,2026-01-08T12:43:59.095000
695fa69477dff1f8cebd4001,zone-1,73.6,28.6,57.4,57.4,66.2,71.5,61232.0,10.6,True,heavy,2026-01-08T12:44:04.117000
695fa69977dff1f8cebd4002,zone-1,74.8,31.1,54.5,54.5,65.8,70.6,79066.0,11.0,True,moderate,2026-01-08T12:44:09.168000
695fa69e77dff1f8cebd4003,zone-1,74.8,34.3,53.5,53.5,63.5,68.4,84558.0,11.7,True,heavy,2026-01-08T12:44:14.209000
695fa6a377dff1f8cebd4004,zone-1,73.7,35.0,52.2,52.2,61.0,67.0,88970.0,10.1,True,moderate,2026-01-08T12:44:19.230000
695fa6a877dff1f8cebd4005,zone-1,49.9,36.0,45.2,45.2,57.1,65.1,75551.0,6.1,False,none,2026-01-08T12:44:24.253000
695fa6ad77dff1f8cebd4006,zone-1,53.0,34.9,36.5,36.5,53.9,63.2,75560.0,10.1,False,none,2026-01-08T12:44:29.278000
695fa6b277dff1f8cebd4007,zone-1,42.4,36.9,40.2,40.2,56.6,67.3,64158.0,7.7,False,none,2026-01-08T12:44:34.323000
695fa6b777dff1f8cebd4008,zone-1,54.0,36.7,46.8,46.8,60.5,70.8,37432.0,12.0,False,none,2026-01-08T12:44:39.362000
695fa6bc77dff1f8cebd4009,zone-1,36.2,33.8,55.1,55.1,66.4,74.0,22014.0,2.4,False,none,2026-01-08T12:44:44.377000
695fa6c177dff1f8cebd400a,zone-1,41.7,30.4,63.1,63.1,72.6,78.0,450.0,12.9,False,none,2026-01-08T12:44:49.390000
695fa6c677dff1f8cebd400b,zone-1,44.2,30.4,72.5,72.5,79.4,81.7,10.0,3.3,False,none,2026-01-08T12:44:54.435000
695fa6cb77dff1f8cebd400c,zone-1,41.2,28.5,71.3,71.3,78.6,81.4,20.0,7.6,False,none,2026-01-08T12:44:59.463000
695fa6d077dff1f8cebd400d,zone-1,39.2,26.4,69.9,69.9,78.1,81.1,39.0,10.8,False,none,2026-01-08T12:45:04.506000
695fa6d577dff1f8cebd400e,zone-1,50.4,23.3,68.9,68.9,77.6,80.8,41.0,7.7,False,none,2026-01-08T12:45:09.541000
695fa6da77dff1f8cebd400f,zone-1,73.2,24.3,73.2,73.2,78.6,81.2,39.0,12.3,True,moderate,2026-01-08T12:45:14.590000
695fa6df77dff1f8cebd4010,zone-1,70.5,21.3,77.4,77.4,80.3,81.6,46.0,6.2,True,light,2026-01-08T12:45:19.617000
695fa6e477dff1f8cebd4011,zone-1,72.9,22.2,81.6,81.6,82.3,82.7,23.0,2.0,True,light,2026-01-08T12:45:24.644000
695fa6e977dff1f8cebd4012,zone-1,45.9,19.3,80.8,80.8,81.9,82.4,7.0,11.3,False,none,2026-01-08T12:45:29.668000
695fa6ee77dff1f8cebd4013,zone-1,46.7,20.8,80.0,80.0,81.5,82.2,19.0,6.3,False,none,2026-01-08T12:45:34.708000
695fa6f377dff1f8cebd4014,zone-1,50.3,21.9,79.2,79.2,81.1,81.9,11.0,8.5,False,none,2026-01-08T12:45:39.733000
695fa6f877dff1f8cebd4015,zone-1,40.1,21.3,78.4,78.4,80.7,81.8,27.0,5.4,False,none,2026-01-08T12:45:44.780000
695fa6fd77dff1f8cebd4016,zone-1,48.7,22.2,77.8,77.8,80.4,81.6,450.0,3.8,False,none,2026-01-08T12:45:49.812000
695fa70277dff1f8cebd4017,zone-1,71.2,26.7,79.0,79.0,82.0,81.5,20683.0,9.3,True,light,2026-01-08T12:45:54.866000
695fa70777dff1f8cebd4018,zone-1,64.5,27.9,81.6,81.6,82.5,81.0,47523.0,11.5,True,light,2026-01-08T12:45:59.888000
695fa70c77dff1f8cebd4019,zone-1,71.2,31.6,78.9,78.9,80.8,80.5,66337.0,10.3,True,heavy,2026-01-08T12:46:04.948000
695fa71177dff1f8cebd401a,zone-1,72.0,33.1,74.0,74.0,78.7,79.4,82284.0,5.2,True,light,2026-01-08T12:46:09.970000
695fa71777dff1f8cebd401b,zone-1,44.3,32.5,65.0,65.0,74.5,77.1,85798.0,9.4,False,none,2026-01-08T12:46:14.999000
695fa71c77dff1f8cebd401c,zone-1,53.6,35.8,57.0,57.0,71.3,75.4,64064.0,12.8,False,none,2026-01-08T12:46:20.026000
695fa72177dff1f8cebd401d,zone-1,50.3,37.2,51.1,51.1,67.8,73.2,65682.0,3.7,False,none,2026-01-08T12:46:25.049000
695fa72677dff1f8cebd401e,zone-1,49.4,35.9,42.8,42.8,64.5,70.6,77592.0,4.9,False,none,2026-01-08T12:46:30.076000
695fa72b77dff1f8cebd401f,zone-1,50.9,34.4,37.0,37.0,61.6,68.4,60563.0,12.8,False,none,2026-01-08T12:46:35.107000
695fa73077dff1f8cebd4020,zone-1,39.0,33.0,41.1,41.1,65.9,72.7,37353.0,4.3,False,none,2026-01-08T12:46:40.132000
695fa73577dff1f8cebd4021,zone-1,53.0,35.1,49.4,49.4,71.4,77.1,18786.0,2.5,False,none,2026-01-08T12:46:45.158000
695fa73a77dff1f8cebd4022,zone-1,44.0,32.3,57.4,57.4,78.2,80.7,450.0,4.5,False,none,2026-01-08T12:46:50.188000
695fa73f77dff1f8cebd4023,zone-1,47.9,31.8,66.0,66.0,85.2,84.9,20.0,3.0,False,none,2026-01-08T12:46:55.209000
695fa74477dff1f8cebd4024,zone-1,35.8,26.8,73.9,73.9,90.8,89.8,6.0,6.2,False,none,2026-01-08T12:47:00.255000
695fa74977dff1f8cebd4025,zone-1,47.2,27.6,72.8,72.8,90.1,89.4,40.0,10.8,False,none,2026-01-08T12:47:05.280000
695fa74e77dff1f8cebd4026,zone-1,51.6,23.6,71.9,71.9,89.6,89.1,45.0,3.0,False,none,2026-01-08T12:47:10.301000
695fb423add431cf4f198ab2,zone-1,43.5,22.0,64.1,64.1,69.6,74.7,29.0,8.2,False,none,2026-01-08T13:41:55.642000
695fb428add431cf4f198ab3,zone-1,37.5,21.0,63.2,63.2,69.2,74.4,15.0,11.9,False,none,2026-01-08T13:42:00.717000
695fb42dadd431cf4f198ab4,zone-1,40.9,21.4,62.4,62.4,68.9,74.2,15.0,5.8,False,none,2026-01-08T13:42:05.753000
695fb432add431cf4f198ab5,zone-1,35.3,20.1,61.7,61.7,68.5,74.1,23.0,9.4,False,none,2026-01-08T13:42:10.775000
695fb437add431cf4f198ab6,zone-1,38.4,22.1,60.7,60.7,68.1,73.7,35.0,10.2,False,none,2026-01-08T13:42:15.798000
695fb43cadd431cf4f198ab7,zone-1,38.7,21.1,59.8,59.8,67.6,73.5,450.0,10.7,False,none,2026-01-08T13:42:20.818000
695fb441add431cf4f198ab8,zone-1,73.2,24.9,65.2,65.2,68.9,74.5,450.0,10.6,True,light,2026-01-08T13:42:25.842000
695fb446add431cf4f198ab9,zone-1,74.5,26.8,66.1,66.1,70.4,74.9,16779.0,7.9,True,light,2026-01-08T13:42:30.860000
695fb44badd431cf4f198aba,zone-1,72.0,28.4,67.0,67.0,70.3,74.9,33135.0,7.5,True,light,2026-01-08T13:42:35.878000
695fb450add431cf4f198abb,zone-1,69.3,29.4,65.3,65.3,69.9,74.2,55930.0,3.1,True,moderate,2026-01-08T13:42:40.910000
695fb455add431cf4f198abc,zone-1,70.1,32.8,64.4,64.4,70.8,74.3,55770.0,9.7,True,moderate,2026-01-08T13:42:45.929000
695fb45aadd431cf4f198abd,zone-1,53.4,33.7,55.9,55.9,66.1,71.6,87213.0,3.9,False,none,2026-01-08T13:42:50.977000
695fb460add431cf4f198abe,zone-1,36.6,34.5,48.0,48.0,62.1,68.8,95122.0,4.2,False,none,2026-01-08T13:42:56.003000
695fb465add431cf4f198abf,zone-1,36.3,35.1,40.7,40.7,59.3,66.5,62026.0,9.1,False,none,2026-01-08T13:43:01.033000
695fb46aadd431cf4f198ac0,zone-1,35.5,37.8,32.9,32.9,55.5,64.6,61053.0,11.8,False,none,2026-01-08T13:43:06.083000
695fb46fadd431cf4f198ac1,zone-1,50.4,34.4,39.2,39.2,59.8,68.2,58933.0,6.3,False,none,2026-01-08T13:43:11.129000
695fb474add431cf4f198ac2,zone-1,48.0,35.0,46.1,46.1,63.3,71.9,41223.0,10.3,False,none,2026-01-08T13:43:16.153000
695fb479add431cf4f198ac3,zone-1,35.4,31.8,54.2,54.2,68.3,76.8,18694.0,9.2,False,none,2026-01-08T13:43:21.181000
695fb47eadd431cf4f198ac4,zone-1,72.3,33.6,64.3,64.3,79.1,82.2,450.0,8.7,True,moderate,2026-01-08T13:43:26.218000
695fb483add431cf4f198ac5,zone-1,72.7,31.0,76.9,76.9,87.2,88.1,28.0,5.9,True,light,2026-01-08T13:43:31.242000
695fb488add431cf4f198ac6,zone-1,74.4,27.0,80.7,80.7,90.1,88.3,44.0,8.1,True,moderate,2026-01-08T13:43:36.281000
695fb48dadd431cf4f198ac7,zone-1,69.1,27.7,85.0,85.0,92.7,88.7,24.0,5.0,True,light,2026-01-08T13:43:41.328000
695fb492add431cf4f198ac8,zone-1,72.4,25.0,88.7,88.7,95.1,89.0,26.0,7.9,True,light,2026-01-08T13:43:46.383000
695fb497add431cf4f198ac9,zone-1,72.4,20.7,94.2,94.2,97.7,90.1,35.0,7.4,True,light,2026-01-08T13:43:51.407000
695fb49cadd431cf4f198aca,zone-1,42.8,19.2,93.8,93.8,97.5,89.9,35.0,4.8,False,none,2026-01-08T13:43:56.436000
695fb4a1add431cf4f198acb,zone-1,52.4,20.4,93.0,93.0,97.2,89.7,32.0,7.5,False,none,2026-01-08T13:44:01.476000
695fb4a6add431cf4f198acc,zone-1,45.6,19.5,92.6,92.6,96.9,89.5,21.0,4.8,False,none,2026-01-08T13:44:06.505000
695fb4abadd431cf4f198acd,zone-1,50.2,21.2,92.0,92.0,96.5,89.3,48.0,4.6,False,none,2026-01-08T13:44:11.527000
695fb4b0add431cf4f198ace,zone-1,45.2,22.6,90.8,90.8,96.1,89.0,24.0,13.0,False,none,2026-01-08T13:44:16.557000
695fb4b5add431cf4f198acf,zone-1,42.4,21.2,89.9,89.9,95.7,88.6,6.0,12.4,False,none,2026-01-08T13:44:21.587000
695fb4baadd431cf4f198ad0,zone-1,54.0,24.4,88.9,88.9,95.1,88.3,450.0,11.1,False,none,2026-01-08T13:44:26.617000
695fb4bfadd431cf4f198ad1,zone-1,45.4,25.4,86.2,86.2,93.9,87.7,19000.0,8.2,False,none,2026-01-08T13:44:31.687000
695fb4c4add431cf4f198ad2,zone-1,37.5,27.4,81.8,81.8,92.0,86.6,38364.0,6.8,False,none,2026-01-08T13:44:36.731000
695fb4c9add431cf4f198ad3,zone-1,46.2,28.1,77.2,77.2,89.8,85.4,47349.0,12.1,False,none,2026-01-08T13:44:41.781000
695fb4ceadd431cf4f198ad4,zone-1,49.3,32.9,69.9,69.9,85.9,83.0,70140.0,4.4,False,none,2026-01-08T13:44:46.851000
695fb4d3add431cf4f198ad5,zone-1,49.2,32.3,62.5,62.5,82.2,81.1,67955.0,6.5,False,none,2026-01-08T13:44:51.875000
695fb4d8add431cf4f198ad6,zone-1,70.8,33.1,58.6,58.6,81.1,79.3,79951.0,12.1,True,moderate,2026-01-08T13:44:56.899000
695fb4ddadd431cf4f198ad7,zone-1,68.0,36.1,58.0,58.0,80.0,77.7,79042.0,9.7,True,heavy,2026-01-08T13:45:01.937000
695fb4e2add431cf4f198ad8,zone-1,73.6,37.7,55.8,55.8,78.8,76.5,71280.0,9.3,True,light,2026-01-08T13:45:06.974000
695fb4e8add431cf4f198ad9,zone-1,45.1,37.0,50.6,50.6,75.3,74.9,53390.0,5.4,False,none,2026-01-08T13:45:12.005000
695fb4edadd431cf4f198ada,zone-1,51.0,34.9,46.2,46.2,73.3,73.9,32773.0,9.0,False,none,2026-01-08T13:45:17.045000
695fb4f2add431cf4f198adb,zone-1,37.4,32.1,42.8,42.8,71.8,72.8,22349.0,9.9,False,none,2026-01-08T13:45:22.072000
695fb4f7add431cf4f198adc,zone-1,45.8,32.1,41.0,41.0,71.0,72.4,450.0,8.7,False,none,2026-01-08T13:45:27.098000
695fb4fcadd431cf4f198add,zone-1,42.9,31.3,39.3,39.3,70.3,71.9,7.0,10.7,False,none,2026-01-08T13:45:32.124000
695fb501add431cf4f198ade,zone-1,51.8,26.2,46.3,46.3,76.7,76.1,3.0,5.3,False,none,2026-01-08T13:45:37.153000
695fb506add431cf4f198adf,zone-1,41.1,27.4,53.8,53.8,83.1,80.7,28.0,7.2,False,none,2026-01-08T13:45:42.182000
695fb50badd431cf4f198ae0,zone-1,42.8,25.5,61.1,61.1,88.9,84.6,23.0,4.9,False,none,2026-01-08T13:45:47.215000
695fb510add431cf4f198ae1,zone-1,50.8,20.9,72.1,72.1,95.7,88.7,26.0,8.2,False,none,2026-01-08T13:45:52.266000
695fb515add431cf4f198ae2,zone-1,66.8,20.9,75.3,75.3,98.6,90.0,2.0,5.0,True,moderate,2026-01-08T13:45:57.307000
695fb51aadd431cf4f198ae3,zone-1,60.3,20.5,81.4,81.4,100.0,90.7,7.0,3.5,True,light,2026-01-08T13:46:02.338000
695fb51fadd431cf4f198ae4,zone-1,64.7,20.2,84.2,84.2,100.0,91.9,22.0,12.6,True,heavy,2026-01-08T13:46:07.362000
695fb524add431cf4f198ae5,zone-1,71.8,18.7,89.8,89.8,100.0,93.2,11.0,9.4,True,moderate,2026-01-08T13:46:12.388000
695fb529add431cf4f198ae6,zone-1,72.6,19.6,93.3,93.3,100.0,93.6,11.0,8.6,True,moderate,2026-01-08T13:46:17.418000
695fb52eadd431cf4f198ae7,zone-1,42.5,23.8,92.3,92.3,99.5,93.2,49.0,11.5,False,none,2026-01-08T13:46:22.471000
695fb533add431cf4f198ae8,zone-1,51.5,24.1,91.3,91.3,99.2,92.9,450.0,5.2,False,none,2026-01-08T13:46:27.501000
695fb538add431cf4f198ae9,zone-1,46.2,24.6,88.1,88.1,98.0,92.3,23075.0,7.6,False,none,2026-01-08T13:46:32.542000
695fb53dadd431cf4f198aea,zone-1,44.5,28.0,84.3,84.3,96.1,91.1,34503.0,2.4,False,none,2026-01-08T13:46:37.570000
695fb542add431cf4f198aeb,zone-1,40.3,28.2,79.9,79.9,92.9,89.7,58704.0,2.4,False,none,2026-01-08T13:46:42.613000
695fb547add431cf4f198aec,zone-1,53.2,30.9,71.9,71.9,89.1,87.2,73741.0,11.4,False,none,2026-01-08T13:46:47.639000
695fb54cadd431cf4f198aed,zone-1,51.3,33.8,64.4,64.4,85.3,85.1,71079.0,9.1,False,none,2026-01-08T13:46:52.665000
695fb551add431cf4f198aee,zone-1,45.1,33.4,56.0,56.0,81.7,82.8,82846.0,11.8,False,none,2026-01-08T13:46:57.693000
695fb556add431cf4f198aef,zone-1,50.5,35.3,49.9,49.9,78.3,80.7,65004.0,5.7,False,none,2026-01-08T13:47:02.717000
695fb55badd431cf4f198af0,zone-1,36.4,36.0,41.9,41.9,75.1,78.6,77186.0,4.8,False,none,2026-01-08T13:47:07.744000
695fb560add431cf4f198af1,zone-1,38.9,34.3,34.1,34.1,72.4,76.9,66475.0,2.2,False,none,2026-01-08T13:47:12.771000
695fb565add431cf4f198af2,zone-1,67.6,36.6,46.5,46.5,78.8,81.8,43311.0,9.1,True,moderate,2026-01-08T13:47:17.798000
695fb56aadd431cf4f198af3,zone-1,69.3,33.9,57.5,57.5,85.9,86.5,17941.0,6.1,True,heavy,2026-01-08T13:47:22.837000
695fb56fadd431cf4f198af4,zone-1,64.6,31.4,69.9,69.9,92.7,92.1,450.0,7.6,True,light,2026-01-08T13:47:27.876000
695fb574add431cf4f198af5,zone-1,70.2,30.3,83.5,83.5,100.0,98.5,10.0,13.0,True,light,2026-01-08T13:47:32.903000
695fb579add431cf4f198af6,zone-1,71.1,30.0,87.2,87.2,100.0,99.6,10.0,2.5,True,light,2026-01-08T13:47:37.929000
695fb57eadd431cf4f198af7,zone-1,69.0,26.0,90.0,90.0,100.0,99.9,14.0,11.5,True,light,2026-01-08T13:47:42.959000
695fb583add431cf4f198af8,zone-1,54.2,25.9,88.9,88.9,99.5,99.6,40.0,8.7,False,none,2026-01-08T13:47:47.984000
695fb589add431cf4f198af9,zone-1,53.3,23.5,88.1,88.1,99.1,99.3,5.0,4.3,False,none,2026-01-08T13:47:53.026000
695fb58eadd431cf4f198afa,zone-1,48.3,21.4,87.3,87.3,98.7,99.0,37.0,11.1,False,none,2026-01-08T13:47:58.055000
695fb593add431cf4f198afb,zone-1,48.5,19.1,86.7,86.7,98.4,98.9,10.0,8.2,False,none,2026-01-08T13:48:03.084000
695fb598add431cf4f198afc,zone-1,52.0,20.2,86.0,86.0,98.0,98.7,30.0,7.9,False,none,2026-01-08T13:48:08.120000
695fb59dadd431cf4f198afd,zone-1,46.2,20.6,85.4,85.4,97.6,98.4,450.0,8.9,False,none,2026-01-08T13:48:13.163000
695fb5a2add431cf4f198afe,zone-1,40.1,19.5,84.7,84.7,97.3,98.2,32.0,7.6,False,none,2026-01-08T13:48:18.194000
695fb5a7add431cf4f198aff,zone-1,43.1,22.9,83.8,83.8,96.9,98.0,45.0,5.9,False,none,2026-01-08T13:48:23.223000
695fb5acadd431cf4f198b00,zone-1,42.3,23.2,82.7,82.7,96.4,97.7,450.0,11.3,False,none,2026-01-08T13:48:28.244000
695fb5b1add431cf4f198b01,zone-1,52.7,27.5,80.2,80.2,95.1,96.7,22725.0,11.0,False,none,2026-01-08T13:48:33.274000
695fb5b6add431cf4f198b02,zone-1,42.1,28.3,75.8,75.8,93.1,95.6,33603.0,10.5,False,none,2026-01-08T13:48:38.300000
695fb5bbadd431cf4f198b03,zone-1,44.9,31.7,70.9,70.9,90.3,94.1,45651.0,6.9,False,none,2026-01-08T13:48:43.327000
695fb5c0add431cf4f198b04,zone-1,41.0,30.9,62.9,62.9,87.1,92.0,74465.0,3.3,False,none,2026-01-08T13:48:48.371000
695fb5c5add431cf4f198b05,zone-1,55.0,33.7,56.3,56.3,82.9,89.4,80634.0,12.7,False,none,2026-01-08T13:48:53.399000
695fb5caadd431cf4f198b06,zone-1,49.0,33.7,48.3,48.3,79.0,86.5,94542.0,4.2,False,none,2026-01-08T13:48:58.437000
695fb5cfadd431cf4f198b07,zone-1,40.0,34.2,41.9,41.9,74.9,84.5,78077.0,6.5,False,none,2026-01-08T13:49:03.477000
695fb5d4add431cf4f198b08,zone-1,43.8,35.3,35.2,35.2,72.1,82.5,67675.0,5.3,False,none,2026-01-08T13:49:08.506000
695fb5d9add431cf4f198b09,zone-1,62.6,34.6,40.4,40.4,79.0,87.7,54880.0,5.8,True,heavy,2026-01-08T13:49:13.544000
695fb5deadd431cf4f198b0a,zone-1,69.1,33.7,49.6,49.6,84.9,93.7,45066.0,4.8,True,light,2026-01-08T13:49:18.571000
695fb5e3add431cf4f198b0b,zone-1,70.3,33.7,60.0,60.0,92.3,99.3,19051.0,11.7,True,light,2026-01-08T13:49:23.599000
695fb5e8add431cf4f198b0c,zone-1,70.5,32.6,72.3,72.3,100.0,100.0,450.0,7.5,True,moderate,2026-01-08T13:49:28.620000
695fb5edadd431cf4f198b0d,zone-1,60.0,29.5,76.2,76.2,100.0,100.0,4.0,10.1,True,moderate,2026-01-08T13:49:33.646000
695fb5f2add431cf4f198b0e,zone-1,60.4,28.5,80.5,80.5,100.0,100.0,19.0,5.5,True,moderate,2026-01-08T13:49:38.676000
695fb5f7add431cf4f198b0f,zone-1,36.9,25.0,79.0,79.0,99.4,99.6,40.0,12.5,False,none,2026-01-08T13:49:43.701000
695fb5fcadd431cf4f198b10,zone-1,35.1,24.4,78.1,78.1,99.1,99.3,40.0,3.7,False,none,2026-01-08T13:49:48.727000
